numero_declaracion,manifiesto,codigo,descripcion_mercaderia,item_nro,valor_item
IMP-CL-2024-0000315,MAN-2024-14394,3002.20.00,Vacunas para medicina humana,3,3064458.24
IMP-VN-2024-0000316,MAN-2024-81314,6109.10.00,Camisetas de algodón,1,4761780.92
IMP-VN-2024-0000316,MAN-2024-81314,8517.12.00,Teléfonos inteligentes,2,3619957
IMP-VN-2024-0000316,MAN-2024-81314,8471.30.00,Computadores portátiles,3,2210545.08
IMP-ES-2022-0000317,MAN-2022-84211,8701.20.00,Tractores de carretera,1,58943.95
IMP-ES-2022-0000317,MAN-2022-84211,4011.10.00,Neumáticos para automóviles,2,2064263.96
IMP-ES-2022-0000317,MAN-2022-84211,2204.21.00,Vino tinto en botellas,3,4298219.64
IMP-VN-2022-0000318,MAN-2022-33331,8701.20.00,Tractores de carretera,1,1446025.16
IMP-CL-2023-0000319,MAN-2023-77275,6109.10.00,Camisetas de algodón,1,1336733.58
IMP-CL-2023-0000319,MAN-2023-77275,8703.23.00,Automóviles de turismo,2,1392031.2
IMP-CL-2023-0000320,MAN-2023-71189,8474.20.00,Maquinaria trituradora de minerales,1,2617776
IMP-CL-2022-0000321,MAN-2022-27025,4011.10.00,Neumáticos para automóviles,1,3040685.73
IMP-CL-2022-0000321,MAN-2022-27025,8544.42.00,Conductores eléctricos con conector,2,1410935.5
IMP-CL-2022-0000321,MAN-2022-27025,3002.20.00,Vacunas para medicina humana,3,1563038.4
IMP-CL-2022-0000321,MAN-2022-27025,3004.90.00,Medicamentos para uso humano,4,2096104.92
IMP-VN-2022-0000322,MAN-2022-71906,2204.21.00,Vino tinto en botellas,1,505161.44
IMP-VN-2022-0000322,MAN-2022-71906,7208.51.00,Productos planos de hierro laminado,2,9882.54
IMP-ES-2023-0000323,MAN-2023-37686,8429.51.00,Cargadores frontales,1,1945710.36
IMP-ES-2023-0000323,MAN-2023-37686,1006.30.00,Arroz semiblanqueado,2,1783307.15
IMP-ES-2023-0000323,MAN-2023-37686,8544.42.00,Conductores eléctricos con conector,3,4896232.22
IMP-ES-2023-0000323,MAN-2023-37686,3004.90.00,Medicamentos para uso humano,4,1809628.92
IMP-CL-2023-0000324,MAN-2023-11518,3002.20.00,Vacunas para medicina humana,1,682297.42
IMP-CL-2023-0000324,MAN-2023-11518,8429.51.00,Cargadores frontales,2,4263034.86
IMP-ES-2022-0000325,MAN-2022-43072,8474.20.00,Maquinaria trituradora de minerales,1,2237992.84
IMP-ES-2022-0000325,MAN-2022-43072,7208.51.00,Productos planos de hierro laminado,2,1836899
IMP-ES-2022-0000325,MAN-2022-43072,2710.12.00,Gasolina,3,3994054.16
IMP-CL-2023-0000326,MAN-2023-60058,6109.10.00,Camisetas de algodón,1,60363.72
IMP-CL-2023-0000326,MAN-2023-60058,8701.20.00,Tractores de carretera,2,1460137.14
IMP-CL-2023-0000326,MAN-2023-60058,0901.11.00,Café sin tostar,3,515343.78
IMP-CL-2023-0000326,MAN-2023-60058,2204.21.00,Vino tinto en botellas,4,209557.5
IMP-CL-2023-0000326,MAN-2023-60058,3002.20.00,Vacunas para medicina humana,5,2254769.54
IMP-ES-2023-0000327,MAN-2023-89249,8701.20.00,Tractores de carretera,1,5456367.48
IMP-CL-2023-0000328,MAN-2023-98209,8703.23.00,Automóviles de turismo,1,565851.33
IMP-CL-2023-0000328,MAN-2023-98209,8471.30.00,Computadores portátiles,2,3639782.79
IMP-CL-2023-0000328,MAN-2023-98209,3002.20.00,Vacunas para medicina humana,3,1558022.46
IMP-CL-2023-0000328,MAN-2023-98209,8429.51.00,Cargadores frontales,4,385333.68
IMP-VN-2022-0000329,MAN-2022-59601,7606.11.00,Chapas y hojas de aluminio,1,4255015.68
IMP-CL-2024-0000330,MAN-2024-33281,4011.10.00,Neumáticos para automóviles,1,400444.95
IMP-CL-2024-0000331,MAN-2024-36186,8701.20.00,Tractores de carretera,1,3133650.14
IMP-CL-2024-0000331,MAN-2024-36186,8474.20.00,Maquinaria trituradora de minerales,2,926339.33
IMP-CL-2024-0000331,MAN-2024-36186,3004.90.00,Medicamentos para uso humano,3,1068496.05
IMP-CL-2024-0000331,MAN-2024-36186,3002.20.00,Vacunas para medicina humana,4,2911716.93
IMP-CL-2022-0000332,MAN-2022-17836,7208.51.00,Productos planos de hierro laminado,1,1085851.2
IMP-CL-2022-0000332,MAN-2022-17836,8544.42.00,Conductores eléctricos con conector,2,1779448.14
IMP-CL-2022-0000332,MAN-2022-17836,6203.42.00,Pantalones de mezclilla,3,687264.39
IMP-CL-2022-0000332,MAN-2022-17836,4011.10.00,Neumáticos para automóviles,4,2134523.82
IMP-CL-2022-0000332,MAN-2022-17836,3901.20.00,Polietileno de alta densidad,5,6435290.48
IMP-ES-2024-0000333,MAN-2024-13400,7208.51.00,Productos planos de hierro laminado,1,1712069.24
IMP-ES-2024-0000333,MAN-2024-13400,3002.20.00,Vacunas para medicina humana,2,3680683.74
IMP-ES-2024-0000333,MAN-2024-13400,8474.20.00,Maquinaria trituradora de minerales,3,684369.84
IMP-ES-2024-0000333,MAN-2024-13400,3901.20.00,Polietileno de alta densidad,4,478787.1
IMP-ES-2024-0000333,MAN-2024-13400,8429.51.00,Cargadores frontales,5,1720088.44
IMP-CL-2024-0000334,MAN-2024-59542,8701.20.00,Tractores de carretera,1,2610568.2
IMP-CL-2024-0000334,MAN-2024-59542,4011.10.00,Neumáticos para automóviles,2,1528436.25
IMP-CL-2024-0000334,MAN-2024-59542,0901.11.00,Café sin tostar,3,4602453.33
IMP-VN-2022-0000335,MAN-2022-17336,8528.72.00,Monitores y pantallas LCD,1,594902.88
IMP-VN-2023-0000336,MAN-2023-25257,6203.42.00,Pantalones de mezclilla,1,3810289.62
IMP-VN-2023-0000336,MAN-2023-25257,8544.42.00,Conductores eléctricos con conector,2,55791.19
IMP-CL-2023-0000337,MAN-2023-10854,8703.23.00,Automóviles de turismo,1,5986918.98
IMP-CL-2023-0000337,MAN-2023-10854,7606.11.00,Chapas y hojas de aluminio,2,4907294.1
IMP-CL-2023-0000337,MAN-2023-10854,0901.11.00,Café sin tostar,3,3847549.02
IMP-CL-2023-0000337,MAN-2023-10854,8471.30.00,Computadores portátiles,4,3650705.86
IMP-CL-2023-0000337,MAN-2023-10854,3002.20.00,Vacunas para medicina humana,5,3570710.85
IMP-CL-2024-0000338,MAN-2024-61935,3002.20.00,Vacunas para medicina humana,1,1578916.65
IMP-CL-2022-0000339,MAN-2022-66033,8544.42.00,Conductores eléctricos con conector,1,1888195.6
IMP-CL-2022-0000339,MAN-2022-66033,3002.20.00,Vacunas para medicina humana,2,6152755
IMP-CL-2022-0000339,MAN-2022-66033,6109.10.00,Camisetas de algodón,3,868632.96
IMP-CL-2022-0000339,MAN-2022-66033,6203.42.00,Pantalones de mezclilla,4,786962.5
IMP-CL-2023-0000340,MAN-2023-85246,2710.12.00,Gasolina,1,301833.75
IMP-CL-2023-0000340,MAN-2023-85246,7208.51.00,Productos planos de hierro laminado,2,2671363.24
IMP-CL-2023-0000340,MAN-2023-85246,6109.10.00,Camisetas de algodón,3,3292322.9
IMP-CL-2023-0000340,MAN-2023-85246,8474.20.00,Maquinaria trituradora de minerales,4,7108837.52
IMP-CL-2023-0000340,MAN-2023-85246,8528.72.00,Monitores y pantallas LCD,5,281294.64
IMP-CL-2024-0000341,MAN-2024-79258,3901.20.00,Polietileno de alta densidad,1,119496.24
IMP-CL-2024-0000341,MAN-2024-79258,6109.10.00,Camisetas de algodón,2,4574152.44
IMP-CL-2024-0000341,MAN-2024-79258,8544.42.00,Conductores eléctricos con conector,3,5258629.9
IMP-CL-2024-0000341,MAN-2024-79258,2710.12.00,Gasolina,4,4047295.2
IMP-CL-2024-0000341,MAN-2024-79258,0901.11.00,Café sin tostar,5,6286258.27
IMP-CL-2022-0000342,MAN-2022-71042,2710.12.00,Gasolina,1,5365333.12
IMP-CL-2022-0000343,MAN-2022-34752,8701.20.00,Tractores de carretera,1,2866023.2
IMP-CL-2023-0000344,MAN-2023-26136,3901.20.00,Polietileno de alta densidad,1,4377905.82
IMP-ES-2024-0000345,MAN-2024-76680,3004.90.00,Medicamentos para uso humano,1,1507694.78
IMP-ES-2024-0000345,MAN-2024-76680,8517.12.00,Teléfonos inteligentes,2,315427.86
IMP-ES-2022-0000346,MAN-2022-96632,8474.20.00,Maquinaria trituradora de minerales,1,424250.97
IMP-ES-2022-0000346,MAN-2022-96632,2204.21.00,Vino tinto en botellas,2,6168540.4
IMP-ES-2022-0000346,MAN-2022-96632,4011.10.00,Neumáticos para automóviles,3,531005.86
IMP-ES-2022-0000346,MAN-2022-96632,0901.11.00,Café sin tostar,4,459334.8
IMP-CL-2024-0000347,MAN-2024-55700,8701.20.00,Tractores de carretera,1,4614404.6
IMP-CL-2024-0000347,MAN-2024-55700,8544.42.00,Conductores eléctricos con conector,2,937213.2
IMP-CL-2024-0000347,MAN-2024-55700,2710.12.00,Gasolina,3,6257656.57
IMP-CL-2024-0000347,MAN-2024-55700,8429.51.00,Cargadores frontales,4,984923.94
IMP-CL-2022-0000348,MAN-2022-90611,3002.20.00,Vacunas para medicina humana,1,3974280.17
IMP-CL-2022-0000348,MAN-2022-90611,3901.20.00,Polietileno de alta densidad,2,6808.14
IMP-CL-2022-0000348,MAN-2022-90611,7208.51.00,Productos planos de hierro laminado,3,1719616.84
IMP-CL-2022-0000348,MAN-2022-90611,8429.51.00,Cargadores frontales,4,1787346.68
IMP-ES-2023-0000349,MAN-2023-69258,1006.30.00,Arroz semiblanqueado,1,2295358.45
IMP-ES-2023-0000349,MAN-2023-69258,7208.51.00,Productos planos de hierro laminado,2,1815723.66
IMP-ES-2023-0000349,MAN-2023-69258,2710.12.00,Gasolina,3,914757.69
IMP-ES-2023-0000350,MAN-2023-26554,6109.10.00,Camisetas de algodón,1,3874073.28
IMP-VN-2024-0000351,MAN-2024-23125,2710.12.00,Gasolina,1,561123.6
IMP-ES-2023-0000352,MAN-2023-94683,3901.20.00,Polietileno de alta densidad,1,1338004.8
IMP-ES-2023-0000352,MAN-2023-94683,3002.20.00,Vacunas para medicina humana,2,374042.76
IMP-ES-2023-0000353,MAN-2023-30142,6203.42.00,Pantalones de mezclilla,1,7032712.44
IMP-CL-2022-0000354,MAN-2022-56748,7208.51.00,Productos planos de hierro laminado,1,1922563.77
IMP-CL-2024-0000355,MAN-2024-61608,6203.42.00,Pantalones de mezclilla,1,807816.78
IMP-CL-2024-0000355,MAN-2024-61608,4011.10.00,Neumáticos para automóviles,2,4507480.4
IMP-CL-2024-0000355,MAN-2024-61608,3002.20.00,Vacunas para medicina humana,3,2621819.52
IMP-CL-2024-0000355,MAN-2024-61608,6109.10.00,Camisetas de algodón,4,1636638.2
IMP-CL-2024-0000356,MAN-2024-56111,2710.12.00,Gasolina,1,944419.08
IMP-CL-2024-0000356,MAN-2024-56111,8517.12.00,Teléfonos inteligentes,2,122999.63
IMP-CL-2024-0000356,MAN-2024-56111,3004.90.00,Medicamentos para uso humano,3,251990.83
IMP-CL-2024-0000356,MAN-2024-56111,3002.20.00,Vacunas para medicina humana,4,2920754.88
IMP-CL-2024-0000356,MAN-2024-56111,8471.30.00,Computadores portátiles,5,164078.55
IMP-ES-2023-0000357,MAN-2023-22237,8528.72.00,Monitores y pantallas LCD,1,1999789.76
IMP-VN-2023-0000358,MAN-2023-29054,3901.20.00,Polietileno de alta densidad,1,953556.54
IMP-VN-2023-0000358,MAN-2023-29054,2204.21.00,Vino tinto en botellas,2,684541.26
IMP-VN-2023-0000358,MAN-2023-29054,3004.90.00,Medicamentos para uso humano,3,4607109.65
IMP-CL-2022-0000359,MAN-2022-23737,7208.51.00,Productos planos de hierro laminado,1,593390.12
IMP-CL-2022-0000359,MAN-2022-23737,3002.20.00,Vacunas para medicina humana,2,2318889.58
IMP-CL-2022-0000359,MAN-2022-23737,3901.20.00,Polietileno de alta densidad,3,2780824.2
IMP-CL-2022-0000359,MAN-2022-23737,8703.23.00,Automóviles de turismo,4,6785472.54
IMP-ES-2023-0000360,MAN-2023-50609,6203.42.00,Pantalones de mezclilla,1,2083859.73
IMP-ES-2023-0000360,MAN-2023-50609,7208.51.00,Productos planos de hierro laminado,2,1984165.2
IMP-ES-2023-0000360,MAN-2023-50609,6109.10.00,Camisetas de algodón,3,7304129.43
IMP-ES-2023-0000360,MAN-2023-50609,8517.12.00,Teléfonos inteligentes,4,100845.36
IMP-ES-2023-0000360,MAN-2023-50609,4011.10.00,Neumáticos para automóviles,5,2800448.42
IMP-VN-2023-0000361,MAN-2023-56551,3002.20.00,Vacunas para medicina humana,1,4555614.36
IMP-VN-2023-0000361,MAN-2023-56551,8429.51.00,Cargadores frontales,2,4131599.25
IMP-VN-2023-0000361,MAN-2023-56551,3901.20.00,Polietileno de alta densidad,3,543019.05
IMP-VN-2023-0000361,MAN-2023-56551,1006.30.00,Arroz semiblanqueado,4,340829.94
IMP-VN-2023-0000361,MAN-2023-56551,8471.30.00,Computadores portátiles,5,1689536.16
IMP-CL-2024-0000362,MAN-2024-32595,3004.90.00,Medicamentos para uso humano,1,2661242.4
IMP-CL-2024-0000362,MAN-2024-32595,8703.23.00,Automóviles de turismo,2,400630.75
IMP-CL-2024-0000362,MAN-2024-32595,6203.42.00,Pantalones de mezclilla,3,2616892.72
IMP-CL-2023-0000363,MAN-2023-75228,8474.20.00,Maquinaria trituradora de minerales,1,782675.04
IMP-CL-2023-0000363,MAN-2023-75228,8429.51.00,Cargadores frontales,2,2395249.7
IMP-CL-2023-0000363,MAN-2023-75228,2204.21.00,Vino tinto en botellas,3,5223495.53
IMP-CL-2023-0000364,MAN-2023-35957,3004.90.00,Medicamentos para uso humano,1,697452.25
IMP-CL-2023-0000364,MAN-2023-35957,7208.51.00,Productos planos de hierro laminado,2,1771962.6
IMP-CL-2023-0000364,MAN-2023-35957,8474.20.00,Maquinaria trituradora de minerales,3,713971.44
IMP-CL-2023-0000364,MAN-2023-35957,8528.72.00,Monitores y pantallas LCD,4,131122.08
IMP-CL-2023-0000364,MAN-2023-35957,1006.30.00,Arroz semiblanqueado,5,426249.69
IMP-CL-2024-0000365,MAN-2024-76682,8471.30.00,Computadores portátiles,1,2092818.24
IMP-CL-2024-0000365,MAN-2024-76682,7606.11.00,Chapas y hojas de aluminio,2,919080
IMP-CL-2024-0000365,MAN-2024-76682,8474.20.00,Maquinaria trituradora de minerales,3,4660050.2
IMP-CL-2024-0000365,MAN-2024-76682,1006.30.00,Arroz semiblanqueado,4,4054260.25
IMP-ES-2023-0000366,MAN-2023-91495,6203.42.00,Pantalones de mezclilla,1,407108.44
IMP-ES-2023-0000366,MAN-2023-91495,1006.30.00,Arroz semiblanqueado,2,789683.46
IMP-VN-2023-0000367,MAN-2023-61761,3002.20.00,Vacunas para medicina humana,1,2620814.12
IMP-VN-2023-0000367,MAN-2023-61761,8471.30.00,Computadores portátiles,2,1807675.87
IMP-VN-2023-0000367,MAN-2023-61761,8544.42.00,Conductores eléctricos con conector,3,1200764.6
IMP-CL-2024-0000368,MAN-2024-59811,8517.12.00,Teléfonos inteligentes,1,68450.62
IMP-CL-2024-0000368,MAN-2024-59811,7606.11.00,Chapas y hojas de aluminio,2,552290.67
IMP-CL-2024-0000368,MAN-2024-59811,4011.10.00,Neumáticos para automóviles,3,4069262.12
IMP-CL-2024-0000368,MAN-2024-59811,8474.20.00,Maquinaria trituradora de minerales,4,127185.1
IMP-CL-2024-0000368,MAN-2024-59811,2710.12.00,Gasolina,5,1760063.12
IMP-VN-2023-0000369,MAN-2023-10448,1006.30.00,Arroz semiblanqueado,1,169927.55
IMP-VN-2023-0000369,MAN-2023-10448,7208.51.00,Productos planos de hierro laminado,2,455504.4
IMP-ES-2022-0000370,MAN-2022-12744,4011.10.00,Neumáticos para automóviles,1,313073.6
IMP-CL-2022-0000371,MAN-2022-81149,6203.42.00,Pantalones de mezclilla,1,2942836.89
IMP-CL-2022-0000371,MAN-2022-81149,3004.90.00,Medicamentos para uso humano,2,2841084.63
IMP-CL-2022-0000371,MAN-2022-81149,8429.51.00,Cargadores frontales,3,2553096.4
IMP-CL-2022-0000371,MAN-2022-81149,2204.21.00,Vino tinto en botellas,4,2846386.88
IMP-CL-2022-0000371,MAN-2022-81149,8703.23.00,Automóviles de turismo,5,948770.68
IMP-VN-2024-0000372,MAN-2024-98629,1006.30.00,Arroz semiblanqueado,1,1075804.32
IMP-VN-2024-0000372,MAN-2024-98629,3901.20.00,Polietileno de alta densidad,2,2769319.62
IMP-CL-2022-0000373,MAN-2022-64419,1006.30.00,Arroz semiblanqueado,1,593581.47
IMP-VN-2022-0000374,MAN-2022-48318,6109.10.00,Camisetas de algodón,1,3112465.26
IMP-VN-2022-0000374,MAN-2022-48318,6203.42.00,Pantalones de mezclilla,2,232308.36
IMP-VN-2022-0000374,MAN-2022-48318,8474.20.00,Maquinaria trituradora de minerales,3,2579913.93
IMP-VN-2022-0000374,MAN-2022-48318,8429.51.00,Cargadores frontales,4,1395893.85
IMP-CL-2023-0000375,MAN-2023-53636,8544.42.00,Conductores eléctricos con conector,1,4048535.58
IMP-VN-2022-0000376,MAN-2022-24031,0901.11.00,Café sin tostar,1,585514.8
IMP-VN-2024-0000377,MAN-2024-60711,6203.42.00,Pantalones de mezclilla,1,4576340.16
IMP-VN-2024-0000377,MAN-2024-60711,8528.72.00,Monitores y pantallas LCD,2,6081022.68
IMP-VN-2024-0000377,MAN-2024-60711,4011.10.00,Neumáticos para automóviles,3,87027.33
IMP-VN-2024-0000377,MAN-2024-60711,8471.30.00,Computadores portátiles,4,4649688.21
IMP-VN-2024-0000377,MAN-2024-60711,2710.12.00,Gasolina,5,3437669.48
IMP-CL-2024-0000378,MAN-2024-79540,8544.42.00,Conductores eléctricos con conector,1,3804611.25
IMP-CL-2024-0000378,MAN-2024-79540,8701.20.00,Tractores de carretera,2,5721287.41
IMP-CL-2024-0000378,MAN-2024-79540,7606.11.00,Chapas y hojas de aluminio,3,631529.89
IMP-CL-2024-0000378,MAN-2024-79540,0901.11.00,Café sin tostar,4,4810.32
IMP-CL-2022-0000379,MAN-2022-58554,7606.11.00,Chapas y hojas de aluminio,1,2396824.26
IMP-ES-2023-0000380,MAN-2023-38441,6203.42.00,Pantalones de mezclilla,1,57206.16
IMP-ES-2023-0000380,MAN-2023-38441,4011.10.00,Neumáticos para automóviles,2,1113492.09
IMP-VN-2024-0000381,MAN-2024-92635,8703.23.00,Automóviles de turismo,1,479015.16
IMP-VN-2024-0000381,MAN-2024-92635,8471.30.00,Computadores portátiles,2,6089561.5
IMP-VN-2024-0000381,MAN-2024-92635,7606.11.00,Chapas y hojas de aluminio,3,1176580.14
IMP-CL-2022-0000382,MAN-2022-76972,0901.11.00,Café sin tostar,1,4221460.4
IMP-CL-2022-0000382,MAN-2022-76972,1006.30.00,Arroz semiblanqueado,2,9090.51
IMP-CL-2022-0000382,MAN-2022-76972,2204.21.00,Vino tinto en botellas,3,1189559.6
IMP-CL-2022-0000382,MAN-2022-76972,8429.51.00,Cargadores frontales,4,1530274.68
IMP-CL-2022-0000382,MAN-2022-76972,3901.20.00,Polietileno de alta densidad,5,1238761.72
IMP-CL-2023-0000383,MAN-2023-78616,7208.51.00,Productos planos de hierro laminado,1,2332744
IMP-CL-2023-0000383,MAN-2023-78616,6109.10.00,Camisetas de algodón,2,4689904.94
IMP-CL-2023-0000383,MAN-2023-78616,8528.72.00,Monitores y pantallas LCD,3,786509.3
IMP-CL-2023-0000383,MAN-2023-78616,8544.42.00,Conductores eléctricos con conector,4,5075845.35
IMP-CL-2023-0000384,MAN-2023-58342,8471.30.00,Computadores portátiles,1,329195.66
IMP-CL-2023-0000384,MAN-2023-58342,0901.11.00,Café sin tostar,2,146670.15
IMP-CL-2023-0000384,MAN-2023-58342,6109.10.00,Camisetas de algodón,3,2473907.83
IMP-CL-2023-0000384,MAN-2023-58342,8703.23.00,Automóviles de turismo,4,1319114.16
IMP-VN-2022-0000385,MAN-2022-81448,3004.90.00,Medicamentos para uso humano,1,3938420.36
IMP-VN-2022-0000385,MAN-2022-81448,8701.20.00,Tractores de carretera,2,173841.84
IMP-VN-2022-0000385,MAN-2022-81448,1006.30.00,Arroz semiblanqueado,3,1409107.6
IMP-CL-2024-0000386,MAN-2024-36230,8528.72.00,Monitores y pantallas LCD,1,5345849.75
IMP-CL-2024-0000386,MAN-2024-36230,8703.23.00,Automóviles de turismo,2,458101.78
IMP-CL-2024-0000386,MAN-2024-36230,7208.51.00,Productos planos de hierro laminado,3,280572.97
IMP-CL-2024-0000386,MAN-2024-36230,8701.20.00,Tractores de carretera,4,106718.04
IMP-CL-2024-0000386,MAN-2024-36230,8474.20.00,Maquinaria trituradora de minerales,5,4172840.1
IMP-CL-2023-0000387,MAN-2023-35660,2204.21.00,Vino tinto en botellas,1,438699.6
IMP-CL-2022-0000388,MAN-2022-60930,8471.30.00,Computadores portátiles,1,291966.15
IMP-CL-2022-0000388,MAN-2022-60930,7208.51.00,Productos planos de hierro laminado,2,127994.02
IMP-CL-2022-0000388,MAN-2022-60930,2710.12.00,Gasolina,3,612962.35
IMP-CL-2022-0000388,MAN-2022-60930,3004.90.00,Medicamentos para uso humano,4,1385077.12
IMP-CL-2024-0000389,MAN-2024-93454,7606.11.00,Chapas y hojas de aluminio,1,369975.6
IMP-CL-2024-0000389,MAN-2024-93454,3901.20.00,Polietileno de alta densidad,2,6369.18
IMP-CL-2024-0000389,MAN-2024-93454,0901.11.00,Café sin tostar,3,148687.36
IMP-CL-2024-0000389,MAN-2024-93454,6203.42.00,Pantalones de mezclilla,4,78172.73
IMP-CL-2022-0000390,MAN-2022-85597,6203.42.00,Pantalones de mezclilla,1,3053274.12
IMP-CL-2023-0000391,MAN-2023-96324,6109.10.00,Camisetas de algodón,1,1405831.68
IMP-CL-2023-0000391,MAN-2023-96324,8471.30.00,Computadores portátiles,2,1264638.99
IMP-VN-2023-0000392,MAN-2023-61950,3002.20.00,Vacunas para medicina humana,1,1340359.69
IMP-VN-2023-0000392,MAN-2023-61950,8701.20.00,Tractores de carretera,2,2049141.34
IMP-VN-2023-0000392,MAN-2023-61950,3004.90.00,Medicamentos para uso humano,3,928360.52
IMP-CL-2024-0000393,MAN-2024-37426,8474.20.00,Maquinaria trituradora de minerales,1,1292189.13
IMP-CL-2024-0000393,MAN-2024-37426,4011.10.00,Neumáticos para automóviles,2,4301748.36
IMP-CL-2024-0000393,MAN-2024-37426,8471.30.00,Computadores portátiles,3,442425.15
IMP-CL-2024-0000393,MAN-2024-37426,6109.10.00,Camisetas de algodón,4,4705751.25
IMP-CL-2024-0000393,MAN-2024-37426,8701.20.00,Tractores de carretera,5,1580405.76
IMP-CL-2022-0000394,MAN-2022-93259,8471.30.00,Computadores portátiles,1,71100.8
IMP-CL-2024-0000395,MAN-2024-38384,2204.21.00,Vino tinto en botellas,1,2552213.57
IMP-CL-2024-0000395,MAN-2024-38384,8471.30.00,Computadores portátiles,2,2356858.41
IMP-CL-2024-0000395,MAN-2024-38384,6109.10.00,Camisetas de algodón,3,3187554.36
IMP-CL-2022-0000396,MAN-2022-20069,4011.10.00,Neumáticos para automóviles,1,3640093.44
IMP-CL-2022-0000396,MAN-2022-20069,8471.30.00,Computadores portátiles,2,271298.52
IMP-CL-2023-0000397,MAN-2023-18542,3004.90.00,Medicamentos para uso humano,1,425992.7
IMP-CL-2023-0000397,MAN-2023-18542,8517.12.00,Teléfonos inteligentes,2,2272345.25
IMP-CL-2024-0000398,MAN-2024-49759,6203.42.00,Pantalones de mezclilla,1,385227.45
IMP-CL-2024-0000398,MAN-2024-49759,8429.51.00,Cargadores frontales,2,1007924.39
IMP-CL-2024-0000398,MAN-2024-49759,8474.20.00,Maquinaria trituradora de minerales,3,5052369.92
IMP-CL-2024-0000398,MAN-2024-49759,8471.30.00,Computadores portátiles,4,1606070.4
IMP-CL-2024-0000398,MAN-2024-49759,8701.20.00,Tractores de carretera,5,247846.9
IMP-CL-2023-0000399,MAN-2023-17821,8703.23.00,Automóviles de turismo,1,1760626.35
IMP-CL-2023-0000399,MAN-2023-17821,7606.11.00,Chapas y hojas de aluminio,2,132322.05
IMP-VN-2023-0000400,MAN-2023-83621,8703.23.00,Automóviles de turismo,1,3749655.04
IMP-VN-2024-0000401,MAN-2024-52488,7208.51.00,Productos planos de hierro laminado,1,3446590.29
IMP-VN-2024-0000401,MAN-2024-52488,1006.30.00,Arroz semiblanqueado,2,2316839.28
IMP-VN-2024-0000401,MAN-2024-52488,0901.11.00,Café sin tostar,3,6231842.1
IMP-CL-2023-0000402,MAN-2023-59151,1006.30.00,Arroz semiblanqueado,1,2144102.59
IMP-CL-2023-0000402,MAN-2023-59151,2710.12.00,Gasolina,2,1219978.48
IMP-CL-2023-0000403,MAN-2023-46353,1006.30.00,Arroz semiblanqueado,1,927874.56
IMP-CL-2023-0000403,MAN-2023-46353,8429.51.00,Cargadores frontales,2,3446396.58
IMP-CL-2023-0000403,MAN-2023-46353,6109.10.00,Camisetas de algodón,3,11911.94
IMP-CL-2023-0000403,MAN-2023-46353,8528.72.00,Monitores y pantallas LCD,4,1181629.75
IMP-CL-2023-0000403,MAN-2023-46353,3901.20.00,Polietileno de alta densidad,5,1823233.11
IMP-CL-2023-0000404,MAN-2023-70228,8703.23.00,Automóviles de turismo,1,294101.18
