numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-CL-2024-0000378,2024-09-01,CL,SAN ANTONIO,Enap Refinerías S.A.,38.681.911-5,MX,MARITIMO,PIL,COSCO SHIPPING UNIVERSE,PIL107498009,HO CHI MINH,2024-07-19,2024-08-31,44,MAN-2024-79540,MSKU2271373|HLXU4138145,HC 40',2,21297.9,19.8,818,4,1:8544.42.00:Conductores eléctricos con conector:375:3804611.25USD | 2:8701.20.00:Tractores de carretera:443:5721287.41USD | 3:7606.11.00:Chapas y hojas de aluminio:227:631529.89USD | 4:0901.11.00:Café sin tostar:4:4810.32USD,10162238.87,799864.92,77564.47,11039668.26,10.0,1103966.83,2307290.67,3411257.5,USD,VERDE,ACEPTADO,2024-09-04
IMP-CL-2022-0000379,2022-11-27,CL,IQUIQUE,Cencosud S.A.,65.503.600-5,SG,MARITIMO,PIL,MSC OSCAR,PIL636543350,NINGBO,2022-11-07,2022-11-26,20,MAN-2022-58554,COSU1201308,OPEN TOP 20',1,19048.8,25.7,750,1,1:7606.11.00:Chapas y hojas de aluminio:177:2396824.26USD,2396824.26,79143.61,30095.73,2506063.6,6.0,150363.82,504721.21,655085.03,USD,VERDE,LIQUIDADO,2022-11-30
IMP-ES-2023-0000380,2023-10-04,ES,BILBAO,Repsol S.A.,ES30272064W,BR,MARITIMO,ONE (Ocean Network Express),HAPAG LLOYD BERLIN,ONE201840340,SHANGHAI,2023-08-30,2023-10-01,35,MAN-2023-38441,COSU8791214|COSU3561626|TCKU7468693|OOLU1410703,DRY 40',4,22177.3,29.79,315,2,1:6203.42.00:Pantalones de mezclilla:88:57206.16USD | 2:4011.10.00:Neumáticos para automóviles:181:1113492.09USD,1170698.25,86630.19,9650.86,1266979.3,18.0,228056.27,313957.47,542013.74,EUR,VERDE,LIQUIDADO,2023-10-05
IMP-VN-2024-0000381,2024-08-25,VN,DA NANG,FPT Corporation,VN3712308809,NL,MARITIMO,HMM,YANG MING WIND,HMM433517009,BUSAN,2024-08-03,2024-08-23,22,MAN-2024-92635,OOLU3681345|COSU2002613|EISU2778577|MSKU6423780,OPEN TOP 20',4,13609.3,23.81,491,3,1:8703.23.00:Automóviles de turismo:201:479015.16USD | 2:8471.30.00:Computadores portátiles:425:6089561.50USD | 3:7606.11.00:Chapas y hojas de aluminio:282:1176580.14USD,7745156.8,305912.8,85725.33,8136794.93,6.0,488207.7,862500.26,1350707.96,USD,VERDE,ACEPTADO,2024-08-30
IMP-CL-2022-0000382,2022-09-07,CL,ARICA,Walmart Chile S.A.,68.049.118-0,NL,MARITIMO,PIL,PIL SINGAPORE,PIL202631097,HONG KONG,2022-08-01,2022-09-06,37,MAN-2022-76972,APHU6716959|TRHU6554277|HLXU3132935,HC 40',3,21993.9,42.2,478,5,1:0901.11.00:Café sin tostar:290:4221460.40USD | 2:1006.30.00:Arroz semiblanqueado:33:9090.51USD | 3:2204.21.00:Vino tinto en botellas:190:1189559.60USD | 4:8429.51.00:Cargadores frontales:108:1530274.68USD | 5:3901.20.00:Polietileno de alta densidad:353:1238761.72USD,8189146.91,602669.53,66539.85,8858356.29,6.0,531501.38,1784072.96,2315574.34,USD,AMARILLO,ACEPTADO,2022-09-11
IMP-CL-2023-0000383,2023-10-21,CL,SAN ANTONIO,Importadora del Pacífico Ltda.,44.677.387-0,AR,MARITIMO,COSCO Shipping,ANDROMEDA LEADER,COSC957757046,BUSAN,2023-10-01,2023-10-18,20,MAN-2023-78616,EISU9095897|APHU3451490|YMLU6369307,REEFER 20',3,27595.3,44.31,1108,4,1:7208.51.00:Productos planos de hierro laminado:200:2332744.00USD | 2:6109.10.00:Camisetas de algodón:406:4689904.94USD | 3:8528.72.00:Monitores y pantallas LCD:365:786509.30USD | 4:8544.42.00:Conductores eléctricos con conector:435:5075845.35USD,12885003.59,691761.66,93201.52,13669966.77,0.0,0.0,2597293.69,2597293.69,USD,ROJO,LIQUIDADO,2023-10-26
IMP-CL-2023-0000384,2023-05-24,CL,IQUIQUE,Comercial Atacama S.A.,48.827.193-8,SG,MARITIMO,CMA CGM,PIL SINGAPORE,CMA252205955,ROTTERDAM,2023-04-11,2023-05-22,43,MAN-2023-58342,APHU3633660|TRHU8451420|EISU2807658|YMLU8649458,HC 40',4,5939.0,44.43,593,4,1:8471.30.00:Computadores portátiles:74:329195.66USD | 2:0901.11.00:Café sin tostar:15:146670.15USD | 3:6109.10.00:Camisetas de algodón:391:2473907.83USD | 4:8703.23.00:Automóviles de turismo:189:1319114.16USD,4268887.8,322259.75,27645.95,4618793.5,15.0,692819.03,1009206.38,1702025.41,USD,VERDE,ACEPTADO,2023-05-27
IMP-VN-2022-0000385,2022-02-22,VN,DA NANG,Hoa Phat Group,VN5593796203,IN,MARITIMO,MSC,SANTA URSULA,MSC166733536,LOS ANGELES,2022-01-15,2022-02-20,38,MAN-2022-81448,COSU2071693|MSKU3347324,DRY 40',2,3312.0,15.62,491,3,1:3004.90.00:Medicamentos para uso humano:314:3938420.36USD | 2:8701.20.00:Tractores de carretera:18:173841.84USD | 3:1006.30.00:Arroz semiblanqueado:166:1409107.60USD,5521369.8,322594.21,76374.88,5920338.89,0.0,0.0,592033.89,592033.89,USD,ROJO,ACEPTADO,2022-02-27
IMP-CL-2024-0000386,2024-03-21,CL,ARICA,Enap Refinerías S.A.,78.823.922-1,US,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER733151906,HAMBURG,2024-02-10,2024-03-20,40,MAN-2024-36230,TCKU3309771|APHU6359632,HC 40',2,11156.9,46.23,820,5,1:8528.72.00:Monitores y pantallas LCD:391:5345849.75USD | 2:8703.23.00:Automóviles de turismo:134:458101.78USD | 3:7208.51.00:Productos planos de hierro laminado:29:280572.97USD | 4:8701.20.00:Tractores de carretera:286:106718.04USD | 5:8474.20.00:Maquinaria trituradora de minerales:330:4172840.10USD,10364082.64,427787.81,56214.25,10848084.7,6.0,650885.08,2184804.26,2835689.34,USD,VERDE,LIQUIDADO,2024-03-22
IMP-CL-2023-0000387,2023-04-16,CL,SAN ANTONIO,Codelco Chile,86.553.176-4,NL,MARITIMO,Hapag-Lloyd,HMM ALGECIRAS,HAPA451175939,LOS ANGELES,2023-03-11,2023-04-14,36,MAN-2023-35660,OOLU4569828|TCKU9996446,DRY 20',2,25668.0,53.38,586,1,1:2204.21.00:Vino tinto en botellas:360:438699.60USD,438699.6,32499.9,4427.13,475626.63,18.0,85612.79,106635.49,192248.28,USD,VERDE,ACEPTADO,2023-04-19
IMP-CL-2022-0000388,2022-09-02,CL,ARICA,Minera Collahuasi S.A.,49.819.596-3,SG,MARITIMO,COSCO Shipping,HMM ALGECIRAS,COSC873061127,SHANGHAI,2022-07-26,2022-08-31,38,MAN-2022-60930,TRHU6089714|EISU8780933,DRY 20',2,18315.3,19.94,526,4,1:8471.30.00:Computadores portátiles:105:291966.15USD | 2:7208.51.00:Productos planos de hierro laminado:22:127994.02USD | 3:2710.12.00:Gasolina:55:612962.35USD | 4:3004.90.00:Medicamentos para uso humano:448:1385077.12USD,2417999.64,164394.87,29879.28,2612273.79,6.0,156736.43,526111.94,682848.37,USD,VERDE,ACEPTADO,2022-09-05
IMP-CL-2024-0000389,2024-03-11,CL,ARICA,Falabella Retail S.A.,66.327.790-3,JP,MARITIMO,Maersk Line,COSCO SHIPPING UNIVERSE,MAER899143659,SHENZHEN,2024-02-03,2024-03-10,37,MAN-2024-93454,TRHU3675751|MSKU1898215|EISU4612279|HLXU8099541,OPEN TOP 20',4,24602.2,9.95,865,4,1:7606.11.00:Chapas y hojas de aluminio:40:369975.60USD | 2:3901.20.00:Polietileno de alta densidad:453:6369.18USD | 3:0901.11.00:Café sin tostar:16:148687.36USD | 4:6203.42.00:Pantalones de mezclilla:439:78172.73USD,603204.87,26367.03,3016.08,632587.98,6.0,37955.28,127403.22,165358.5,USD,AMARILLO,ACEPTADO,2024-03-12
IMP-CL-2022-0000390,2022-12-24,CL,ARICA,Arauco y Constitución S.A.,60.354.646-2,CN,MARITIMO,ONE (Ocean Network Express),MSC OSCAR,ONE147280833,TOKYO,2022-12-06,2022-12-23,18,MAN-2022-85597,TRHU9048449,DRY 20',1,20614.4,14.96,143,1,1:6203.42.00:Pantalones de mezclilla:234:3053274.12USD,3053274.12,180109.13,32286.69,3265669.94,6.0,195940.2,657705.93,853646.13,USD,VERDE,ACEPTADO,2022-12-25
IMP-CL-2023-0000391,2023-07-31,CL,IQUIQUE,Arauco y Constitución S.A.,78.093.732-2,GB,MARITIMO,Maersk Line,COSCO SHIPPING UNIVERSE,MAER498650571,LOS ANGELES,2023-06-20,2023-07-29,41,MAN-2023-96324,TRHU8303868,REEFER 40',1,26684.0,36.75,484,2,1:6109.10.00:Camisetas de algodón:344:1405831.68USD | 2:8471.30.00:Computadores portátiles:447:1264638.99USD,2670470.67,172201.99,34992.62,2877665.28,15.0,431649.79,628769.86,1060419.65,USD,VERDE,ACEPTADO,2023-08-05
IMP-VN-2023-0000392,2023-10-19,VN,HANOI,Petrovietnam,VN3463990919,AR,MARITIMO,Maersk Line,HAPAG LLOYD BERLIN,MAER187771298,ROTTERDAM,2023-09-08,2023-10-16,41,MAN-2023-61950,EISU8242914|MSKU5247996|TCKU6583525|EISU8827496,REEFER 20',4,21226.8,61.02,346,3,1:3002.20.00:Vacunas para medicina humana:191:1340359.69USD | 2:8701.20.00:Tractores de carretera:178:2049141.34USD | 3:3004.90.00:Medicamentos para uso humano:76:928360.52USD,4317861.55,291813.87,42941.59,4652617.01,10.0,465261.7,511787.87,977049.57,USD,VERDE,LIQUIDADO,2023-10-23
IMP-CL-2024-0000393,2024-10-23,CL,VALPARAISO,Falabella Retail S.A.,37.458.322-6,FR,MARITIMO,Maersk Line,PACIFIC CARRIER,MAER681932510,GUANGZHOU,2024-09-18,2024-10-22,35,MAN-2024-37426,TRHU6891056|OOLU2785542,DRY 40',2,18112.9,34.49,395,5,1:8474.20.00:Maquinaria trituradora de minerales:379:1292189.13USD | 2:4011.10.00:Neumáticos para automóviles:364:4301748.36USD | 3:8471.30.00:Computadores portátiles:251:442425.15USD | 4:6109.10.00:Camisetas de algodón:375:4705751.25USD | 5:8701.20.00:Tractores de carretera:192:1580405.76USD,12322519.65,613021.03,142558.23,13078098.91,6.0,784685.93,2633929.12,3418615.05,USD,VERDE,EN REVISIÓN,
IMP-CL-2022-0000394,2022-07-17,CL,PUERTO MONTT,Falabella Retail S.A.,62.515.501-9,SG,MARITIMO,ONE (Ocean Network Express),MSC ISTANBUL,ONE760139881,HAMBURG,2022-06-03,2022-07-16,44,MAN-2022-93259,MSKU5251915,REEFER 20',1,26652.8,32.42,742,1,1:8471.30.00:Computadores portátiles:16:71100.80USD,71100.8,2869.23,943.97,74914.0,15.0,11237.1,16368.71,27605.81,USD,VERDE,ACEPTADO,2022-07-22
IMP-CL-2024-0000395,2024-10-03,CL,VALPARAISO,Comercial Atacama S.A.,48.335.214-4,MY,MARITIMO,Yang Ming,ONE STORK,YANG758973884,ANTWERP,2024-09-14,2024-10-01,19,MAN-2024-38384,MSCU7374793|MSCU9178027|MSKU8967026|YMLU2544323,DRY 20',4,7248.2,58.99,202,3,1:2204.21.00:Vino tinto en botellas:359:2552213.57USD | 2:8471.30.00:Computadores portátiles:409:2356858.41USD | 3:6109.10.00:Camisetas de algodón:276:3187554.36USD,8096626.34,414021.66,88020.43,8598668.43,6.0,515920.11,1731771.82,2247691.93,USD,VERDE,RECHAZADO,
IMP-CL-2022-0000396,2022-07-14,CL,ARICA,Enap Refinerías S.A.,19.720.271-K,KR,MARITIMO,Hapag-Lloyd,ANDROMEDA LEADER,HAPA313806776,SINGAPORE,2022-06-26,2022-07-11,18,MAN-2022-20069,YMLU2974150,OPEN TOP 20',1,14710.2,16.3,935,2,1:4011.10.00:Neumáticos para automóviles:479:3640093.44USD | 2:8471.30.00:Computadores portátiles:36:271298.52USD,3911391.96,207925.68,46824.49,4166142.13,6.0,249968.53,839061.03,1089029.56,USD,VERDE,LIQUIDADO,2022-07-18
IMP-CL-2023-0000397,2023-05-26,CL,ARICA,Enap Refinerías S.A.,79.797.064-6,DE,MARITIMO,Evergreen Marine,MSC OSCAR,EVER193676413,GUANGZHOU,2023-05-08,2023-05-24,18,MAN-2023-18542,MSKU2703520|TCKU3335477|TCKU1397254|COSU9323942,HC 40',4,22344.3,32.95,1085,2,1:3004.90.00:Medicamentos para uso humano:155:425992.70USD | 2:8517.12.00:Teléfonos inteligentes:175:2272345.25USD,2698337.95,159683.57,26803.97,2884825.49,15.0,432723.82,630334.37,1063058.19,USD,VERDE,ACEPTADO,2023-05-29
IMP-CL-2024-0000398,2024-01-03,CL,PUERTO MONTT,Viña Concha y Toro S.A.,94.377.087-4,CN,MARITIMO,Maersk Line,HAPAG LLOYD BERLIN,MAER971300408,SHENZHEN,2023-12-01,2024-01-01,33,MAN-2024-49759,APHU1666991,DRY 40',1,6067.3,24.52,810,5,1:6203.42.00:Pantalones de mezclilla:45:385227.45USD | 2:8429.51.00:Cargadores frontales:341:1007924.39USD | 3:8474.20.00:Maquinaria trituradora de minerales:338:5052369.92USD | 4:8471.30.00:Computadores portátiles:192:1606070.40USD | 5:8701.20.00:Tractores de carretera:245:247846.90USD,8299439.06,576810.25,56893.5,8933142.81,6.0,535988.57,1799134.96,2335123.53,USD,VERDE,ACEPTADO,2024-01-05
IMP-CL-2023-0000399,2023-05-15,CL,IQUIQUE,Cencosud S.A.,35.244.897-4,TH,MARITIMO,HMM,MAERSK EDINBURGH,HMM907852153,SINGAPORE,2023-03-31,2023-05-13,45,MAN-2023-17821,TCKU3129961,REEFER 40',1,4498.6,54.43,988,2,1:8703.23.00:Automóviles de turismo:245:1760626.35USD | 2:7606.11.00:Chapas y hojas de aluminio:51:132322.05USD,1892948.4,109131.56,21334.09,2023414.05,18.0,364214.53,453649.43,817863.96,USD,VERDE,LIQUIDADO,2023-05-19
IMP-VN-2023-0000400,2023-10-19,VN,HO CHI MINH,Vietjet Air,VN5427741963,DE,MARITIMO,COSCO Shipping,PIL SINGAPORE,COSC191099113,HAMBURG,2023-09-07,2023-10-17,42,MAN-2023-83621,TCKU9042423|TRHU9548784,REEFER 20',2,18266.1,54.1,332,1,1:8703.23.00:Automóviles de turismo:344:3749655.04USD,3749655.04,182548.62,35615.29,3967818.95,18.0,714207.41,468202.64,1182410.05,USD,VERDE,ACEPTADO,2023-10-21
IMP-VN-2024-0000401,2024-01-27,VN,HO CHI MINH,Vietjet Air,VN3205542649,NL,MARITIMO,Hapag-Lloyd,MSC OSCAR,HAPA357069675,PORT KLANG,2024-01-01,2024-01-25,26,MAN-2024-52488,COSU6655184|MSKU9215392,HC 40',2,15150.3,45.06,138,3,1:7208.51.00:Productos planos de hierro laminado:429:3446590.29USD | 2:1006.30.00:Arroz semiblanqueado:168:2316839.28USD | 3:0901.11.00:Café sin tostar:438:6231842.10USD,11995271.67,666601.21,106289.36,12768162.24,18.0,2298269.2,1506643.14,3804912.34,USD,ROJO,EN REVISIÓN,
IMP-CL-2023-0000402,2023-01-27,CL,SAN VICENTE,Cencosud S.A.,29.572.290-K,SG,MARITIMO,MSC,MAERSK MC-KINNEY MOLLER,MSC363747299,HAMBURG,2022-12-29,2023-01-25,29,MAN-2023-59151,YMLU4187101|EISU6387876,DRY 40',2,22445.8,42.81,365,2,1:1006.30.00:Arroz semiblanqueado:347:2144102.59USD | 2:2710.12.00:Gasolina:136:1219978.48USD,3364081.07,213566.1,23156.75,3600803.92,10.0,360080.39,752568.02,1112648.41,USD,VERDE,ACEPTADO,2023-01-31
IMP-CL-2023-0000403,2023-07-09,CL,ARICA,Cencosud S.A.,12.315.154-0,DE,MARITIMO,ONE (Ocean Network Express),ONE STORK,ONE215386040,ANTWERP,2023-06-03,2023-07-07,36,MAN-2023-46353,APHU8054705|HLXU5457726|MSCU8175737,OPEN TOP 20',3,27496.7,43.69,985,5,1:1006.30.00:Arroz semiblanqueado:64:927874.56USD | 2:8429.51.00:Cargadores frontales:417:3446396.58USD | 3:6109.10.00:Camisetas de algodón:202:11911.94USD | 4:8528.72.00:Monitores y pantallas LCD:97:1181629.75USD | 5:3901.20.00:Polietileno de alta densidad:131:1823233.11USD,7391045.94,389789.19,110189.69,7891024.82,10.0,789102.48,1649224.19,2438326.67,USD,VERDE,ACEPTADO,2023-07-14
IMP-CL-2023-0000404,2023-07-04,CL,SAN VICENTE,Codelco Chile,59.546.380-3,MX,MARITIMO,MSC,PIL SINGAPORE,MSC754560757,PORT KLANG,2023-06-12,2023-07-03,22,MAN-2023-70228,HLXU3545152|MSCU6313642|HLXU3883035,REEFER 20',3,6086.4,45.06,338,4,1:8703.23.00:Automóviles de turismo:58:294101.18USD | 2:8517.12.00:Teléfonos inteligentes:320:3454841.60USD | 3:4011.10.00:Neumáticos para automóviles:146:942100.04USD | 4:8471.30.00:Computadores portátiles:119:394408.84USD,5085451.66,306058.07,63655.95,5455165.68,10.0,545516.57,1140129.63,1685646.2,USD,AMARILLO,ACEPTADO,2023-07-06
IMP-VN-2023-0000405,2023-03-28,VN,HANOI,Hoa Phat Group,VN7545252618,NL,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER635831691,PORT KLANG,2023-03-02,2023-03-27,26,MAN-2023-12715,HLXU4895346|MSKU2375683|OOLU8451316|COSU3523050,OPEN TOP 20',4,24923.3,60.29,788,1,1:6203.42.00:Pantalones de mezclilla:344:1594209.52USD,1594209.52,94029.47,17531.78,1705770.77,6.0,102346.25,180811.7,283157.95,USD,VERDE,LIQUIDADO,2023-04-02
IMP-CL-2024-0000406,2024-03-05,CL,SAN VICENTE,Falabella Retail S.A.,51.738.646-3,IT,MARITIMO,ONE (Ocean Network Express),MAERSK MC-KINNEY MOLLER,ONE379021573,BARCELONA,2024-01-21,2024-03-03,44,MAN-2024-58050,MSKU8587425|MSCU7524153,REEFER 40',2,9992.6,29.76,1015,5,1:8703.23.00:Automóviles de turismo:87:1028615.79USD | 2:2204.21.00:Vino tinto en botellas:107:350612.25USD | 3:8429.51.00:Cargadores frontales:181:1100928.88USD | 4:8528.72.00:Monitores y pantallas LCD:128:1373038.08USD | 5:3004.90.00:Medicamentos para uso humano:461:1600186.32USD,5453381.32,327321.66,52882.15,5833585.13,0.0,0.0,1108381.17,1108381.17,USD,ROJO,ACEPTADO,2024-03-09
IMP-CL-2022-0000407,2022-12-12,CL,SAN ANTONIO,Enap Refinerías S.A.,27.538.675-3,CN,MARITIMO,PIL,MSC ISTANBUL,PIL747073692,SINGAPORE,2022-11-17,2022-12-09,25,MAN-2022-35609,TCKU8313083|YMLU4120898|HLXU7869672,HC 40',3,5082.3,9.34,198,5,1:8544.42.00:Conductores eléctricos con conector:187:136360.40USD | 2:2710.12.00:Gasolina:118:160325.42USD | 3:8703.23.00:Automóviles de turismo:469:1120778.68USD | 4:8517.12.00:Teléfonos inteligentes:316:3296745.84USD | 5:3004.90.00:Medicamentos para uso humano:26:97847.36USD,4812057.7,270739.33,36338.03,5119135.06,6.0,307148.1,1030993.8,1338141.9,USD,VERDE,ACEPTADO,2022-12-13
IMP-ES-2022-0000408,2022-07-27,ES,BARCELONA,Mercadona S.A.,ES43314826F,US,MARITIMO,PIL,SANTA URSULA,PIL505257116,PORT KLANG,2022-07-01,2022-07-26,26,MAN-2022-18791,TCKU1811085|COSU3615725,DRY 40',2,7153.0,44.58,762,5,1:8474.20.00:Maquinaria trituradora de minerales:79:632752.08USD | 2:7208.51.00:Productos planos de hierro laminado:96:354455.04USD | 3:3901.20.00:Polietileno de alta densidad:5:24444.55USD | 4:2204.21.00:Vino tinto en botellas:88:1011787.04USD | 5:8701.20.00:Tractores de carretera:263:3208981.35USD,5232420.06,288021.99,72983.79,5593425.84,6.0,335605.55,1245096.59,1580702.14,EUR,VERDE,ACEPTADO,2022-07-29
IMP-VN-2023-0000409,2023-08-12,VN,HO CHI MINH,Vingroup JSC,VN6220835254,KR,MARITIMO,ONE (Ocean Network Express),COSCO SHIPPING UNIVERSE,ONE733969290,LOS ANGELES,2023-07-11,2023-08-09,32,MAN-2023-68974,TCKU9441498|COSU3117953|MSCU4471088|MSKU7165648,HC 40',4,3677.2,63.77,793,4,1:3004.90.00:Medicamentos para uso humano:456:3593512.56USD | 2:3901.20.00:Polietileno de alta densidad:493:4788918.19USD | 3:4011.10.00:Neumáticos para automóviles:267:1419235.83USD | 4:8544.42.00:Conductores eléctricos con conector:311:2695219.30USD,12496885.88,898293.49,113121.64,13508301.01,6.0,810498.06,1431879.91,2242377.97,USD,VERDE,ACEPTADO,2023-08-14
IMP-CL-2023-0000410,2023-09-11,CL,PUERTO MONTT,Arauco y Constitución S.A.,10.439.094-7,DE,MARITIMO,MSC,PIL SINGAPORE,MSC455894276,HAMBURG,2023-08-12,2023-09-10,30,MAN-2023-56200,TCKU7975966|MSCU5116558|TCKU2699277|YMLU7275276,DRY 20',4,10140.3,64.11,897,2,1:8471.30.00:Computadores portátiles:463:3051633.00USD | 2:6203.42.00:Pantalones de mezclilla:250:1498650.00USD,4550283.0,298701.12,39658.77,4888642.89,6.0,293318.57,984572.68,1277891.25,USD,VERDE,LIQUIDADO,2023-09-13
IMP-CL-2024-0000411,2024-11-03,CL,IQUIQUE,Enap Refinerías S.A.,73.984.106-0,DE,MARITIMO,HMM,PIL SINGAPORE,HMM985528811,GUANGZHOU,2024-10-11,2024-11-02,23,MAN-2024-30097,MSCU8522210|OOLU6604276|TRHU8722401,HC 40',3,17598.7,23.52,114,1,1:8429.51.00:Cargadores frontales:382:4075733.72USD,4075733.72,177214.66,21384.7,4274333.08,6.0,256459.98,860850.68,1117310.66,USD,AMARILLO,LIQUIDADO,2024-11-07
IMP-CL-2024-0000412,2024-06-19,CL,IQUIQUE,Minera Collahuasi S.A.,95.276.427-7,JP,MARITIMO,Hapag-Lloyd,MAERSK MC-KINNEY MOLLER,HAPA818781178,VALENCIA,2024-05-09,2024-06-16,41,MAN-2024-20481,OOLU3544205|OOLU5280671,DRY 40',2,515.6,9.3,86,3,1:8429.51.00:Cargadores frontales:48:444333.60USD | 2:8544.42.00:Conductores eléctricos con conector:142:840931.10USD | 3:8703.23.00:Automóviles de turismo:22:14734.72USD,1299999.42,39787.44,8228.24,1348015.1,6.0,80880.91,271490.24,352371.15,USD,AMARILLO,ACEPTADO,2024-06-23
IMP-VN-2024-0000413,2024-02-02,VN,HAI PHONG,Petrovietnam,VN3383767348,MX,MARITIMO,ONE (Ocean Network Express),MSC ISTANBUL,ONE598589414,HAMBURG,2023-12-19,2024-01-31,45,MAN-2024-42602,TRHU5115393|HLXU1372876|OOLU9110038,HC 40',3,9524.2,38.07,1031,3,1:4011.10.00:Neumáticos para automóviles:456:6165521.28USD | 2:3901.20.00:Polietileno de alta densidad:380:1886962.20USD | 3:8544.42.00:Conductores eléctricos con conector:341:1672512.93USD,9724996.41,367409.55,114945.3,10207351.26,15.0,1531102.69,1173845.4,2704948.09,USD,AMARILLO,ACEPTADO,2024-02-04
IMP-CL-2024-0000414,2024-11-01,CL,VALPARAISO,Codelco Chile,86.949.683-2,NL,MARITIMO,PIL,EVER GIVEN,PIL742078459,TOKYO,2024-10-03,2024-10-30,29,MAN-2024-30865,TCKU7949507|COSU1513307|EISU7213946|MSKU6167506,DRY 40',4,13879.3,69.86,821,4,1:3002.20.00:Vacunas para medicina humana:42:153089.58USD | 2:4011.10.00:Neumáticos para automóviles:320:2311292.80USD | 3:1006.30.00:Arroz semiblanqueado:476:4734586.36USD | 4:0901.11.00:Café sin tostar:397:1872339.34USD,9071308.08,675497.9,84873.28,9831679.26,18.0,1769702.27,2204262.49,3973964.76,USD,VERDE,ACEPTADO,2024-11-04
IMP-CL-2024-0000415,2024-02-11,CL,SAN VICENTE,Minera Collahuasi S.A.,46.576.275-5,JP,MARITIMO,Evergreen Marine,MSC OSCAR,EVER725844921,LOS ANGELES,2023-12-28,2024-02-10,45,MAN-2024-15104,TCKU1861640,DRY 20',1,13458.2,7.12,606,1,1:8528.72.00:Monitores y pantallas LCD:43:513632.85USD,513632.85,15627.02,5343.68,534603.55,6.0,32076.21,107669.15,139745.36,USD,AMARILLO,ACEPTADO,2024-02-12
IMP-CL-2022-0000416,2022-01-01,CL,VALPARAISO,Cencosud S.A.,94.255.940-2,SG,MARITIMO,Yang Ming,PIL SINGAPORE,YANG485206943,HONG KONG,2021-11-18,2021-12-31,44,MAN-2022-69311,MSKU8756720|TRHU5361777,DRY 40',2,18195.3,50.5,206,2,1:3004.90.00:Medicamentos para uso humano:56:224967.68USD | 2:7606.11.00:Chapas y hojas de aluminio:150:1385305.50USD,1610273.18,90665.42,21445.65,1722384.25,6.0,103343.05,346888.19,450231.24,USD,AMARILLO,ACEPTADO,2022-01-06
IMP-CL-2023-0000417,2023-08-25,CL,IQUIQUE,Arauco y Constitución S.A.,93.071.212-0,GB,MARITIMO,MSC,PACIFIC CARRIER,MSC519612165,HAMBURG,2023-07-18,2023-08-22,38,MAN-2023-30516,MSKU5739148|EISU6367876,REEFER 40',2,7079.5,36.3,849,4,1:3002.20.00:Vacunas para medicina humana:108:390723.48USD | 2:6203.42.00:Pantalones de mezclilla:77:812464.73USD | 3:0901.11.00:Café sin tostar:19:22819.00USD | 4:1006.30.00:Arroz semiblanqueado:301:3951639.37USD,5177646.58,193561.13,77572.83,5448780.54,6.0,326926.83,1097384.4,1424311.23,USD,ROJO,ACEPTADO,2023-08-27
IMP-CL-2022-0000418,2022-05-16,CL,IQUIQUE,Minera Collahuasi S.A.,61.085.588-0,CN,MARITIMO,HMM,PIL SINGAPORE,HMM487328239,VALENCIA,2022-04-27,2022-05-15,19,MAN-2022-92776,EISU4086368|MSCU3754468|YMLU7975983|MSKU9168729,HC 40',4,4574.6,62.47,501,3,1:3004.90.00:Medicamentos para uso humano:238:2351049.68USD | 2:8701.20.00:Tractores de carretera:204:2398638.12USD | 3:7606.11.00:Chapas y hojas de aluminio:442:2148323.32USD,6898011.12,252778.74,57040.22,7207830.08,15.0,1081174.51,1574910.87,2656085.38,USD,ROJO,EN REVISIÓN,
IMP-CL-2023-0000419,2023-12-04,CL,PUERTO MONTT,Enap Refinerías S.A.,84.097.226-K,DE,MARITIMO,HMM,SANTA URSULA,HMM990725496,BARCELONA,2023-10-22,2023-12-01,43,MAN-2023-72195,APHU7554693|APHU4299424|OOLU1661445,REEFER 20',3,27013.9,43.41,604,3,1:1006.30.00:Arroz semiblanqueado:248:2870798.40USD | 2:8471.30.00:Computadores portátiles:497:3738006.58USD | 3:8474.20.00:Maquinaria trituradora de minerales:109:242591.49USD,6851396.47,438611.23,93026.49,7383034.19,15.0,1107455.13,1613192.97,2720648.1,USD,VERDE,ACEPTADO,2023-12-08
IMP-ES-2023-0000420,2023-04-18,ES,BILBAO,Telefónica S.A.,ES90563516Z,US,MARITIMO,Hapag-Lloyd,HMM ALGECIRAS,HAPA722959503,HO CHI MINH,2023-03-21,2023-04-15,28,MAN-2023-75095,YMLU1071890|APHU4845687|MSCU4721202|COSU5009418,REEFER 20',4,561.9,8.1,165,2,1:7208.51.00:Productos planos de hierro laminado:154:2059562.12USD | 2:6109.10.00:Camisetas de algodón:437:257947.99USD,2317510.11,96115.59,32546.66,2446172.36,6.0,146770.34,544517.97,691288.31,EUR,VERDE,EN REVISIÓN,
